Date,Pu_Id,Pu_Title,total_input,total_output,ontime_output,Hourly_AHT,AHT_Target,AHT_Ratio,Productivity,SLA
2026-03-10 03:00:00,225399,EN_Category_C_1,960,963,844,26,25,1.04,138.46153846153845,0.88
2026-03-10 04:00:00,225399,EN_Category_C_1,797,800,800,26,25,1.04,138.46153846153845,1.0
2026-03-10 05:00:00,225399,EN_Category_C_1,465,463,463,13,25,0.52,276.9230769230769,1.0
2026-03-10 06:00:00,225399,EN_Category_C_1,462,461,461,22,25,0.88,163.63636363636363,1.0
2026-03-10 07:00:00,225399,EN_Category_C_1,430,434,434,20,25,0.8,180.0,1.0
2026-03-10 08:00:00,225399,EN_Category_C_1,439,443,443,24,25,0.96,150.0,1.0
2026-03-10 09:00:00,225399,EN_Category_C_1,508,505,505,19,25,0.76,189.47368421052633,1.0
2026-03-10 10:00:00,225399,EN_Category_C_1,546,549,549,13,25,0.52,276.9230769230769,1.0
2026-03-10 11:00:00,225399,EN_Category_C_1,611,615,490,14,25,0.56,257.14285714285717,0.8
2026-03-10 12:00:00,225399,EN_Category_C_1,728,724,724,15,25,0.6,240.0,1.0
2026-03-10 13:00:00,225399,EN_Category_C_1,827,824,666,23,25,0.92,156.52173913043478,0.81
2026-03-10 14:00:00,225399,EN_Category_C_1,1057,1061,888,25,25,1.0,144.0,0.84
2026-03-10 15:00:00,225399,EN_Category_C_1,1190,1191,1040,15,25,0.6,240.0,0.87
2026-03-10 16:00:00,225399,EN_Category_C_1,1230,1225,1213,22,25,0.88,163.63636363636363,0.99
2026-03-10 17:00:00,225399,EN_Category_C_1,1261,1257,1257,17,25,0.68,211.76470588235293,1.0
2026-03-10 18:00:00,225399,EN_Category_C_1,1321,1324,1324,13,25,0.52,276.9230769230769,1.0
2026-03-10 19:00:00,225399,EN_Category_C_1,1422,1419,1419,22,25,0.88,163.63636363636363,1.0
2026-03-10 20:00:00,225399,EN_Category_C_1,1504,1508,1459,19,25,0.76,189.47368421052633,0.97
2026-03-10 21:00:00,225399,EN_Category_C_1,1672,1677,1424,26,25,1.04,138.46153846153845,0.85
2026-03-10 22:00:00,225399,EN_Category_C_1,1712,1712,1712,24,25,0.96,150.0,1.0
2026-03-10 23:00:00,225399,EN_Category_C_1,1592,1596,1552,22,25,0.88,163.63636363636363,0.97
2026-03-10 00:00:00,857497,EN_Category_C_2,789,788,749,29,35,0.8285714285714286,124.13793103448276,0.95
2026-03-10 01:00:00,857497,EN_Category_C_2,715,719,719,32,35,0.9142857142857143,112.5,1.0
2026-03-10 02:00:00,857497,EN_Category_C_2,646,644,608,23,35,0.6571428571428571,156.52173913043478,0.94
2026-03-10 03:00:00,857497,EN_Category_C_2,686,683,678,34,35,0.9714285714285714,105.88235294117646,0.99
2026-03-10 04:00:00,857497,EN_Category_C_2,431,434,409,33,35,0.9428571428571428,109.0909090909091,0.94
2026-03-10 05:00:00,857497,EN_Category_C_2,344,348,320,24,35,0.6857142857142857,150.0,0.92
2026-03-10 06:00:00,857497,EN_Category_C_2,339,336,327,27,35,0.7714285714285715,133.33333333333334,0.97
2026-03-10 07:00:00,857497,EN_Category_C_2,258,257,223,22,35,0.6285714285714286,163.63636363636363,0.87
2026-03-10 08:00:00,857497,EN_Category_C_2,337,338,295,35,35,1.0,102.85714285714286,0.87
2026-03-10 09:00:00,857497,EN_Category_C_2,264,262,262,21,35,0.6,171.42857142857142,1.0
2026-03-10 10:00:00,857497,EN_Category_C_2,367,363,350,34,35,0.9714285714285714,105.88235294117646,0.96
2026-03-10 11:00:00,857497,EN_Category_C_2,323,321,321,25,35,0.7142857142857143,144.0,1.0
2026-03-10 12:00:00,857497,EN_Category_C_2,494,495,495,31,35,0.8857142857142857,116.12903225806451,1.0
2026-03-10 13:00:00,857497,EN_Category_C_2,459,457,457,32,35,0.9142857142857143,112.5,1.0
2026-03-10 14:00:00,857497,EN_Category_C_2,591,586,540,21,35,0.6,171.42857142857142,0.92
2026-03-10 15:00:00,857497,EN_Category_C_2,736,739,616,21,35,0.6,171.42857142857142,0.83
2026-03-10 16:00:00,857497,EN_Category_C_2,821,819,732,33,35,0.9428571428571428,109.0909090909091,0.89
2026-03-10 17:00:00,857497,EN_Category_C_2,766,769,651,34,35,0.9714285714285714,105.88235294117646,0.85
2026-03-10 18:00:00,857497,EN_Category_C_2,872,870,870,31,35,0.8857142857142857,116.12903225806451,1.0
2026-03-10 19:00:00,857497,EN_Category_C_2,921,924,862,26,35,0.7428571428571429,138.46153846153845,0.93
2026-03-10 20:00:00,857497,EN_Category_C_2,895,890,877,23,35,0.6571428571428571,156.52173913043478,0.99
2026-03-10 21:00:00,857497,EN_Category_C_2,987,986,796,28,35,0.8,128.57142857142858,0.81
2026-03-10 22:00:00,857497,EN_Category_C_2,1098,1102,1082,24,35,0.6857142857142857,150.0,0.98
2026-03-10 23:00:00,857497,EN_Category_C_2,965,968,968,28,35,0.8,128.57142857142858,1.0
2026-03-10 00:00:00,845195,EN_Category_C_3,633,631,631,25,35,0.7142857142857143,144.0,1.0
2026-03-10 01:00:00,845195,EN_Category_C_3,577,575,510,28,35,0.8,128.57142857142858,0.89
2026-03-10 02:00:00,845195,EN_Category_C_3,543,545,545,25,35,0.7142857142857143,144.0,1.0
2026-03-10 03:00:00,845195,EN_Category_C_3,479,476,413,34,35,0.9714285714285714,105.88235294117646,0.87
2026-03-10 04:00:00,845195,EN_Category_C_3,354,352,321,29,35,0.8285714285714286,124.13793103448276,0.91
2026-03-10 05:00:00,845195,EN_Category_C_3,313,314,277,28,35,0.8,128.57142857142858,0.88
2026-03-10 06:00:00,845195,EN_Category_C_3,214,212,178,24,35,0.6857142857142857,150.0,0.84
2026-03-10 07:00:00,845195,EN_Category_C_3,226,221,221,36,35,1.0285714285714285,100.0,1.0
2026-03-10 08:00:00,845195,EN_Category_C_3,188,187,177,32,35,0.9142857142857143,112.5,0.95
2026-03-10 09:00:00,845195,EN_Category_C_3,214,213,213,36,35,1.0285714285714285,100.0,1.0
2026-03-10 10:00:00,845195,EN_Category_C_3,306,309,309,26,35,0.7428571428571429,138.46153846153845,1.0
2026-03-10 11:00:00,845195,EN_Category_C_3,258,261,253,33,35,0.9428571428571428,109.0909090909091,0.97
2026-03-10 12:00:00,845195,EN_Category_C_3,322,323,323,36,35,1.0285714285714285,100.0,1.0
2026-03-10 13:00:00,845195,EN_Category_C_3,458,460,392,27,35,0.7714285714285715,133.33333333333334,0.85
2026-03-10 14:00:00,845195,EN_Category_C_3,558,560,448,24,35,0.6857142857142857,150.0,0.8
2026-03-10 15:00:00,845195,EN_Category_C_3,562,565,513,30,35,0.8571428571428571,120.0,0.91
2026-03-10 16:00:00,845195,EN_Category_C_3,663,661,661,36,35,1.0285714285714285,100.0,1.0
2026-03-10 17:00:00,845195,EN_Category_C_3,627,623,601,22,35,0.6285714285714286,163.63636363636363,0.96
2026-03-10 18:00:00,845195,EN_Category_C_3,637,633,633,23,35,0.6571428571428571,156.52173913043478,1.0
2026-03-10 19:00:00,845195,EN_Category_C_3,783,780,759,35,35,1.0,102.85714285714286,0.97
2026-03-10 20:00:00,845195,EN_Category_C_3,812,810,810,26,35,0.7428571428571429,138.46153846153845,1.0
2026-03-10 21:00:00,845195,EN_Category_C_3,878,877,856,30,35,0.8571428571428571,120.0,0.98
2026-03-10 22:00:00,845195,EN_Category_C_3,861,861,861,26,35,0.7428571428571429,138.46153846153845,1.0
2026-03-10 23:00:00,845195,EN_Category_C_3,796,799,799,36,35,1.0285714285714285,100.0,1.0
2026-03-10 00:00:00,333694,TR_Category_C_1,1179,1182,1182,34,35,0.9714285714285714,105.88235294117646,1.0
2026-03-10 01:00:00,333694,TR_Category_C_1,1035,1037,1037,24,35,0.6857142857142857,150.0,1.0
2026-03-10 02:00:00,333694,TR_Category_C_1,1076,1074,993,30,35,0.8571428571428571,120.0,0.92
2026-03-10 03:00:00,333694,TR_Category_C_1,996,999,999,25,35,0.7142857142857143,144.0,1.0
2026-03-10 04:00:00,333694,TR_Category_C_1,721,723,702,38,35,1.0857142857142856,94.73684210526316,0.97
2026-03-10 05:00:00,333694,TR_Category_C_1,466,461,439,26,35,0.7428571428571429,138.46153846153845,0.95
2026-03-10 06:00:00,333694,TR_Category_C_1,457,456,456,24,35,0.6857142857142857,150.0,1.0
2026-03-10 07:00:00,333694,TR_Category_C_1,413,410,345,36,35,1.0285714285714285,100.0,0.84
2026-03-10 08:00:00,333694,TR_Category_C_1,390,388,319,24,35,0.6857142857142857,150.0,0.82
2026-03-10 09:00:00,333694,TR_Category_C_1,483,480,480,32,35,0.9142857142857143,112.5,1.0
2026-03-10 10:00:00,333694,TR_Category_C_1,458,458,458,29,35,0.8285714285714286,124.13793103448276,1.0
2026-03-10 11:00:00,333694,TR_Category_C_1,529,529,496,31,35,0.8857142857142857,116.12903225806451,0.94
2026-03-10 12:00:00,333694,TR_Category_C_1,652,650,563,23,35,0.6571428571428571,156.52173913043478,0.87
2026-03-10 13:00:00,333694,TR_Category_C_1,763,759,759,34,35,0.9714285714285714,105.88235294117646,1.0
2026-03-10 14:00:00,333694,TR_Category_C_1,974,973,892,33,35,0.9428571428571428,109.0909090909091,0.92
2026-03-10 15:00:00,333694,TR_Category_C_1,1153,1151,1147,29,35,0.8285714285714286,124.13793103448276,1.0
2026-03-10 16:00:00,333694,TR_Category_C_1,1135,1134,940,34,35,0.9714285714285714,105.88235294117646,0.83
2026-03-10 17:00:00,333694,TR_Category_C_1,1225,1227,1227,33,35,0.9428571428571428,109.0909090909091,1.0
2026-03-10 18:00:00,333694,TR_Category_C_1,1244,1247,1247,26,35,0.7428571428571429,138.46153846153845,1.0
2026-03-10 19:00:00,333694,TR_Category_C_1,1354,1352,1352,22,35,0.6285714285714286,163.63636363636363,1.0
2026-03-10 20:00:00,333694,TR_Category_C_1,1341,1339,1213,37,35,1.0571428571428572,97.29729729729729,0.91
2026-03-10 21:00:00,333694,TR_Category_C_1,1535,1535,1535,28,35,0.8,128.57142857142858,1.0
2026-03-10 22:00:00,333694,TR_Category_C_1,1598,1596,1596,37,35,1.0571428571428572,97.29729729729729,1.0
2026-03-10 23:00:00,333694,TR_Category_C_1,1401,1402,1243,27,35,0.7714285714285715,133.33333333333334,0.89
2026-03-10 00:00:00,646938,TR_Category_C_2,910,912,796,56,65,0.8615384615384616,64.28571428571429,0.87
2026-03-10 01:00:00,646938,TR_Category_C_2,797,801,726,52,65,0.8,69.23076923076923,0.91
2026-03-10 02:00:00,646938,TR_Category_C_2,833,836,716,49,65,0.7538461538461538,73.46938775510205,0.86
2026-03-10 03:00:00,646938,TR_Category_C_2,701,703,577,58,65,0.8923076923076924,62.06896551724138,0.82
2026-03-10 04:00:00,646938,TR_Category_C_2,544,542,487,48,65,0.7384615384615385,75.0,0.9
2026-03-10 05:00:00,646938,TR_Category_C_2,384,383,383,49,65,0.7538461538461538,73.46938775510205,1.0
2026-03-10 06:00:00,646938,TR_Category_C_2,297,301,269,52,65,0.8,69.23076923076923,0.89
2026-03-10 07:00:00,646938,TR_Category_C_2,288,287,287,54,65,0.8307692307692308,66.66666666666667,1.0
2026-03-10 08:00:00,646938,TR_Category_C_2,318,323,281,57,65,0.8769230769230769,63.1578947368421,0.87
2026-03-10 09:00:00,646938,TR_Category_C_2,344,348,348,49,65,0.7538461538461538,73.46938775510205,1.0
2026-03-10 10:00:00,646938,TR_Category_C_2,436,438,438,50,65,0.7692307692307693,72.0,1.0
2026-03-10 11:00:00,646938,TR_Category_C_2,486,486,486,51,65,0.7846153846153846,70.58823529411765,1.0
2026-03-10 12:00:00,646938,TR_Category_C_2,517,519,501,48,65,0.7384615384615385,75.0,0.97
2026-03-10 13:00:00,646938,TR_Category_C_2,551,549,549,45,65,0.6923076923076923,80.0,1.0
2026-03-10 14:00:00,646938,TR_Category_C_2,727,728,596,54,65,0.8307692307692308,66.66666666666667,0.82
2026-03-10 15:00:00,646938,TR_Category_C_2,825,821,821,55,65,0.8461538461538461,65.45454545454545,1.0
2026-03-10 16:00:00,646938,TR_Category_C_2,858,863,855,57,65,0.8769230769230769,63.1578947368421,0.99
2026-03-10 17:00:00,646938,TR_Category_C_2,896,898,776,43,65,0.6615384615384615,83.72093023255815,0.86
2026-03-10 18:00:00,646938,TR_Category_C_2,943,946,946,49,65,0.7538461538461538,73.46938775510205,1.0
2026-03-10 19:00:00,646938,TR_Category_C_2,1009,1007,941,51,65,0.7846153846153846,70.58823529411765,0.93
2026-03-10 20:00:00,646938,TR_Category_C_2,1039,1038,920,54,65,0.8307692307692308,66.66666666666667,0.89
2026-03-10 21:00:00,646938,TR_Category_C_2,1205,1206,1056,47,65,0.7230769230769231,76.59574468085107,0.88
2026-03-10 22:00:00,646938,TR_Category_C_2,1225,1220,1220,48,65,0.7384615384615385,75.0,1.0
2026-03-10 23:00:00,646938,TR_Category_C_2,1189,1185,995,47,65,0.7230769230769231,76.59574468085107,0.84
2026-03-11 00:00:00,835745,EN_Category_A_1,836,836,776,48,65,0.7384615384615385,75.0,0.93
2026-03-11 01:00:00,835745,EN_Category_A_1,830,826,826,53,65,0.8153846153846154,67.9245283018868,1.0
2026-03-11 02:00:00,835745,EN_Category_A_1,734,738,738,61,65,0.9384615384615385,59.01639344262295,1.0
2026-03-11 03:00:00,835745,EN_Category_A_1,701,700,700,64,65,0.9846153846153847,56.25,1.0
2026-03-11 04:00:00,835745,EN_Category_A_1,524,523,463,59,65,0.9076923076923077,61.016949152542374,0.89
2026-03-11 05:00:00,835745,EN_Category_A_1,370,373,317,58,65,0.8923076923076924,62.06896551724138,0.85
2026-03-11 06:00:00,835745,EN_Category_A_1,274,274,274,62,65,0.9538461538461539,58.064516129032256,1.0
2026-03-11 07:00:00,835745,EN_Category_A_1,285,282,282,58,65,0.8923076923076924,62.06896551724138,1.0
2026-03-11 08:00:00,835745,EN_Category_A_1,278,277,277,48,65,0.7384615384615385,75.0,1.0
2026-03-11 09:00:00,835745,EN_Category_A_1,333,336,318,56,65,0.8615384615384616,64.28571428571429,0.95
2026-03-11 10:00:00,835745,EN_Category_A_1,343,347,282,51,65,0.7846153846153846,70.58823529411765,0.81
2026-03-11 11:00:00,835745,EN_Category_A_1,416,418,418,52,65,0.8,69.23076923076923,1.0
2026-03-11 12:00:00,835745,EN_Category_A_1,471,472,472,62,65,0.9538461538461539,58.064516129032256,1.0
2026-03-11 13:00:00,835745,EN_Category_A_1,610,614,614,48,65,0.7384615384615385,75.0,1.0
2026-03-11 14:00:00,835745,EN_Category_A_1,737,741,661,56,65,0.8615384615384616,64.28571428571429,0.89
2026-03-11 15:00:00,835745,EN_Category_A_1,820,824,718,62,65,0.9538461538461539,58.064516129032256,0.87
2026-03-11 16:00:00,835745,EN_Category_A_1,862,860,860,63,65,0.9692307692307692,57.142857142857146,1.0
2026-03-11 17:00:00,835745,EN_Category_A_1,887,883,883,62,65,0.9538461538461539,58.064516129032256,1.0
2026-03-11 18:00:00,835745,EN_Category_A_1,880,882,882,64,65,0.9846153846153847,56.25,1.0
2026-03-11 19:00:00,835745,EN_Category_A_1,1029,1032,1021,61,65,0.9384615384615385,59.01639344262295,0.99
2026-03-11 20:00:00,835745,EN_Category_A_1,1052,1055,870,54,65,0.8307692307692308,66.66666666666667,0.82
2026-03-11 21:00:00,835745,EN_Category_A_1,1126,1125,901,50,65,0.7692307692307693,72.0,0.8
2026-03-11 22:00:00,835745,EN_Category_A_1,1214,1210,1210,63,65,0.9692307692307692,57.142857142857146,1.0
2026-03-11 23:00:00,835745,EN_Category_A_1,1060,1063,1022,53,65,0.8153846153846154,67.9245283018868,0.96
2026-03-11 00:00:00,843874,EN_Category_A_2,704,702,665,30,35,0.8571428571428571,120.0,0.95
2026-03-11 01:00:00,843874,EN_Category_A_2,774,775,775,24,35,0.6857142857142857,150.0,1.0
2026-03-11 02:00:00,843874,EN_Category_A_2,733,735,735,21,35,0.6,171.42857142857142,1.0
2026-03-11 03:00:00,843874,EN_Category_A_2,667,671,585,23,35,0.6571428571428571,156.52173913043478,0.87
2026-03-11 04:00:00,843874,EN_Category_A_2,466,466,389,23,35,0.6571428571428571,156.52173913043478,0.83
2026-03-11 05:00:00,843874,EN_Category_A_2,272,273,273,23,35,0.6571428571428571,156.52173913043478,1.0
2026-03-11 06:00:00,843874,EN_Category_A_2,274,279,279,24,35,0.6857142857142857,150.0,1.0
2026-03-11 07:00:00,843874,EN_Category_A_2,237,237,237,29,35,0.8285714285714286,124.13793103448276,1.0
2026-03-11 08:00:00,843874,EN_Category_A_2,275,278,278,22,35,0.6285714285714286,163.63636363636363,1.0
2026-03-11 09:00:00,843874,EN_Category_A_2,365,360,360,33,35,0.9428571428571428,109.0909090909091,1.0
2026-03-11 10:00:00,843874,EN_Category_A_2,372,368,368,23,35,0.6571428571428571,156.52173913043478,1.0
2026-03-11 11:00:00,843874,EN_Category_A_2,425,427,427,20,35,0.5714285714285714,180.0,1.0
2026-03-11 12:00:00,843874,EN_Category_A_2,442,444,378,23,35,0.6571428571428571,156.52173913043478,0.85
2026-03-11 13:00:00,843874,EN_Category_A_2,482,485,468,22,35,0.6285714285714286,163.63636363636363,0.96
2026-03-11 14:00:00,843874,EN_Category_A_2,611,612,612,23,35,0.6571428571428571,156.52173913043478,1.0
2026-03-11 15:00:00,843874,EN_Category_A_2,697,698,698,20,35,0.5714285714285714,180.0,1.0
2026-03-11 16:00:00,843874,EN_Category_A_2,791,794,794,26,35,0.7428571428571429,138.46153846153845,1.0
2026-03-11 17:00:00,843874,EN_Category_A_2,826,831,831,28,35,0.8,128.57142857142858,1.0
2026-03-11 18:00:00,843874,EN_Category_A_2,869,868,868,19,35,0.5428571428571428,189.47368421052633,1.0
2026-03-11 19:00:00,843874,EN_Category_A_2,860,863,863,21,35,0.6,171.42857142857142,1.0
2026-03-11 20:00:00,843874,EN_Category_A_2,894,899,899,21,35,0.6,171.42857142857142,1.0
2026-03-11 21:00:00,843874,EN_Category_A_2,1056,1051,1051,22,35,0.6285714285714286,163.63636363636363,1.0
2026-03-11 22:00:00,843874,EN_Category_A_2,1033,1029,1029,24,35,0.6857142857142857,150.0,1.0
2026-03-11 23:00:00,843874,EN_Category_A_2,1002,1002,1002,23,35,0.6571428571428571,156.52173913043478,1.0
2026-03-11 00:00:00,543211,TR_Category_A_1,1285,1284,1154,33,45,0.7333333333333333,109.0909090909091,0.9
2026-03-11 01:00:00,543211,TR_Category_A_1,1229,1225,1222,36,45,0.8,100.0,1.0
2026-03-11 02:00:00,543211,TR_Category_A_1,1248,1252,1252,39,45,0.8666666666666667,92.3076923076923,1.0
2026-03-11 03:00:00,543211,TR_Category_A_1,1071,1071,1071,34,45,0.7555555555555555,105.88235294117646,1.0
2026-03-11 04:00:00,543211,TR_Category_A_1,849,851,822,44,45,0.9777777777777777,81.81818181818181,0.97
2026-03-11 05:00:00,543211,TR_Category_A_1,537,541,541,34,45,0.7555555555555555,105.88235294117646,1.0
2026-03-11 06:00:00,543211,TR_Category_A_1,528,531,531,43,45,0.9555555555555556,83.72093023255815,1.0
2026-03-11 07:00:00,543211,TR_Category_A_1,486,489,400,32,45,0.7111111111111111,112.5,0.82
2026-03-11 08:00:00,543211,TR_Category_A_1,494,491,398,44,45,0.9777777777777777,81.81818181818181,0.81
2026-03-11 09:00:00,543211,TR_Category_A_1,535,532,532,41,45,0.9111111111111111,87.8048780487805,1.0
2026-03-11 10:00:00,543211,TR_Category_A_1,614,615,615,45,45,1.0,80.0,1.0
2026-03-11 11:00:00,543211,TR_Category_A_1,633,633,582,36,45,0.8,100.0,0.92
2026-03-11 12:00:00,543211,TR_Category_A_1,741,743,654,46,45,1.0222222222222221,78.26086956521739,0.88
2026-03-11 13:00:00,543211,TR_Category_A_1,876,879,879,41,45,0.9111111111111111,87.8048780487805,1.0
2026-03-11 14:00:00,543211,TR_Category_A_1,1085,1089,1089,33,45,0.7333333333333333,109.0909090909091,1.0
2026-03-11 15:00:00,543211,TR_Category_A_1,1257,1259,1259,37,45,0.8222222222222222,97.29729729729729,1.0
2026-03-11 16:00:00,543211,TR_Category_A_1,1312,1316,1316,43,45,0.9555555555555556,83.72093023255815,1.0
2026-03-11 17:00:00,543211,TR_Category_A_1,1388,1392,1290,44,45,0.9777777777777777,81.81818181818181,0.93
2026-03-11 18:00:00,543211,TR_Category_A_1,1388,1384,1290,37,45,0.8222222222222222,97.29729729729729,0.93
2026-03-11 19:00:00,543211,TR_Category_A_1,1485,1481,1256,41,45,0.9111111111111111,87.8048780487805,0.85
2026-03-11 20:00:00,543211,TR_Category_A_1,1610,1607,1539,37,45,0.8222222222222222,97.29729729729729,0.96
2026-03-11 21:00:00,543211,TR_Category_A_1,1800,1796,1796,31,45,0.6888888888888889,116.12903225806451,1.0
2026-03-11 22:00:00,543211,TR_Category_A_1,1850,1851,1851,35,45,0.7777777777777778,102.85714285714286,1.0
2026-03-11 23:00:00,543211,TR_Category_A_1,1689,1686,1666,36,45,0.8,100.0,0.99
2026-03-11 00:00:00,246069,TR_Category_A_2,1014,1015,1015,45,55,0.8181818181818182,80.0,1.0
2026-03-11 01:00:00,246069,TR_Category_A_2,947,944,926,38,55,0.6909090909090909,94.73684210526316,0.98
2026-03-11 02:00:00,246069,TR_Category_A_2,910,912,912,46,55,0.8363636363636363,78.26086956521739,1.0
2026-03-11 03:00:00,246069,TR_Category_A_2,846,846,846,38,55,0.6909090909090909,94.73684210526316,1.0
2026-03-11 04:00:00,246069,TR_Category_A_2,583,585,513,44,55,0.8,81.81818181818181,0.88
2026-03-11 05:00:00,246069,TR_Category_A_2,461,460,430,36,55,0.6545454545454545,100.0,0.93
2026-03-11 06:00:00,246069,TR_Category_A_2,323,324,265,42,55,0.7636363636363637,85.71428571428571,0.82
2026-03-11 07:00:00,246069,TR_Category_A_2,304,301,301,50,55,0.9090909090909091,72.0,1.0
2026-03-11 08:00:00,246069,TR_Category_A_2,392,396,336,46,55,0.8363636363636363,78.26086956521739,0.85
2026-03-11 09:00:00,246069,TR_Category_A_2,458,461,461,40,55,0.7272727272727273,90.0,1.0
2026-03-11 10:00:00,246069,TR_Category_A_2,420,419,361,47,55,0.8545454545454545,76.59574468085107,0.86
2026-03-11 11:00:00,246069,TR_Category_A_2,520,515,433,47,55,0.8545454545454545,76.59574468085107,0.84
2026-03-11 12:00:00,246069,TR_Category_A_2,611,607,607,45,55,0.8181818181818182,80.0,1.0
2026-03-11 13:00:00,246069,TR_Category_A_2,619,616,521,47,55,0.8545454545454545,76.59574468085107,0.85
2026-03-11 14:00:00,246069,TR_Category_A_2,860,857,857,40,55,0.7272727272727273,90.0,1.0
2026-03-11 15:00:00,246069,TR_Category_A_2,919,917,917,39,55,0.7090909090909091,92.3076923076923,1.0
2026-03-11 16:00:00,246069,TR_Category_A_2,1056,1059,1051,39,55,0.7090909090909091,92.3076923076923,0.99
2026-03-11 17:00:00,246069,TR_Category_A_2,984,982,834,42,55,0.7636363636363637,85.71428571428571,0.85
2026-03-11 18:00:00,246069,TR_Category_A_2,1129,1129,1129,48,55,0.8727272727272727,75.0,1.0
2026-03-11 19:00:00,246069,TR_Category_A_2,1198,1198,1039,47,55,0.8545454545454545,76.59574468085107,0.87
2026-03-11 20:00:00,246069,TR_Category_A_2,1256,1257,1035,42,55,0.7636363636363637,85.71428571428571,0.82
2026-03-11 21:00:00,246069,TR_Category_A_2,1339,1338,1338,40,55,0.7272727272727273,90.0,1.0
2026-03-11 22:00:00,246069,TR_Category_A_2,1461,1465,1465,38,55,0.6909090909090909,94.73684210526316,1.0
2026-03-11 23:00:00,246069,TR_Category_A_2,1300,1299,1299,49,55,0.8909090909090909,73.46938775510205,1.0
2026-03-11 00:00:00,922460,EN_Category_B_1,1143,1140,1140,36,45,0.8,100.0,1.0
2026-03-11 01:00:00,922460,EN_Category_B_1,1168,1167,961,39,45,0.8666666666666667,92.3076923076923,0.82
2026-03-11 02:00:00,922460,EN_Category_B_1,1095,1095,1095,35,45,0.7777777777777778,102.85714285714286,1.0
2026-03-11 03:00:00,922460,EN_Category_B_1,1026,1025,1025,41,45,0.9111111111111111,87.8048780487805,1.0
2026-03-11 04:00:00,922460,EN_Category_B_1,773,769,761,42,45,0.9333333333333333,85.71428571428571,0.99
2026-03-11 05:00:00,922460,EN_Category_B_1,525,524,489,40,45,0.8888888888888888,90.0,0.93
2026-03-11 06:00:00,922460,EN_Category_B_1,441,440,440,39,45,0.8666666666666667,92.3076923076923,1.0
2026-03-11 07:00:00,922460,EN_Category_B_1,435,431,431,41,45,0.9111111111111111,87.8048780487805,1.0
2026-03-11 08:00:00,922460,EN_Category_B_1,463,465,465,33,45,0.7333333333333333,109.0909090909091,1.0
2026-03-11 09:00:00,922460,EN_Category_B_1,479,479,388,42,45,0.9333333333333333,85.71428571428571,0.81
2026-03-11 10:00:00,922460,EN_Category_B_1,560,563,555,41,45,0.9111111111111111,87.8048780487805,0.99
2026-03-11 11:00:00,922460,EN_Category_B_1,557,559,512,37,45,0.8222222222222222,97.29729729729729,0.92
2026-03-11 12:00:00,922460,EN_Category_B_1,665,660,660,36,45,0.8,100.0,1.0
2026-03-11 13:00:00,922460,EN_Category_B_1,800,797,797,44,45,0.9777777777777777,81.81818181818181,1.0
2026-03-11 14:00:00,922460,EN_Category_B_1,953,957,828,45,45,1.0,80.0,0.87
2026-03-11 15:00:00,922460,EN_Category_B_1,1191,1188,1188,46,45,1.0222222222222221,78.26086956521739,1.0
2026-03-11 16:00:00,922460,EN_Category_B_1,1240,1239,1239,34,45,0.7555555555555555,105.88235294117646,1.0
2026-03-11 17:00:00,922460,EN_Category_B_1,1225,1222,1222,38,45,0.8444444444444444,94.73684210526316,1.0
2026-03-11 18:00:00,922460,EN_Category_B_1,1330,1331,1218,43,45,0.9555555555555556,83.72093023255815,0.92
2026-03-11 19:00:00,922460,EN_Category_B_1,1384,1380,1380,41,45,0.9111111111111111,87.8048780487805,1.0
2026-03-11 20:00:00,922460,EN_Category_B_1,1439,1438,1209,36,45,0.8,100.0,0.84
2026-03-11 21:00:00,922460,EN_Category_B_1,1625,1622,1436,36,45,0.8,100.0,0.89
2026-03-11 22:00:00,922460,EN_Category_B_1,1694,1697,1697,32,45,0.7111111111111111,112.5,1.0
2026-03-11 23:00:00,922460,EN_Category_B_1,1491,1496,1362,39,45,0.8666666666666667,92.3076923076923,0.91
2026-03-11 00:00:00,915797,TR_Category_B_1,829,824,699,21,35,0.6,171.42857142857142,0.85
2026-03-11 01:00:00,915797,TR_Category_B_1,797,794,709,25,35,0.7142857142857143,144.0,0.89
2026-03-11 02:00:00,915797,TR_Category_B_1,760,760,760,20,35,0.5714285714285714,180.0,1.0
2026-03-11 03:00:00,915797,TR_Category_B_1,617,620,620,15,35,0.42857142857142855,240.0,1.0
2026-03-11 04:00:00,915797,TR_Category_B_1,500,502,411,21,35,0.6,171.42857142857142,0.82
2026-03-11 05:00:00,915797,TR_Category_B_1,370,369,369,13,35,0.37142857142857144,276.9230769230769,1.0
2026-03-11 06:00:00,915797,TR_Category_B_1,257,262,214,28,35,0.8,128.57142857142858,0.82
2026-03-11 07:00:00,915797,TR_Category_B_1,322,325,296,25,35,0.7142857142857143,144.0,0.91
2026-03-11 08:00:00,915797,TR_Category_B_1,281,282,282,18,35,0.5142857142857142,200.0,1.0
2026-03-11 09:00:00,915797,TR_Category_B_1,364,359,336,18,35,0.5142857142857142,200.0,0.94
2026-03-11 10:00:00,915797,TR_Category_B_1,380,379,379,18,35,0.5142857142857142,200.0,1.0
2026-03-11 11:00:00,915797,TR_Category_B_1,394,399,399,25,35,0.7142857142857143,144.0,1.0
2026-03-11 12:00:00,915797,TR_Category_B_1,456,461,461,15,35,0.42857142857142855,240.0,1.0
